Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,user_id,user_rating,track_index
72908,72908,1lvp5HcDCr30dAOERyN54D,Sylar,Seasons,All or Nothing,47,198144,False,0.461,0.955,7,-5.096,1,0.352,0.000993,2.75e-06,0.111,0.32,198.076,4,metalcore,3624,5,3443
74160,74160,10OHMB0XDsgFLA7qi0BXyx,Lagum,Seja o Que Eu Quiser,Transante,46,167507,False,0.741,0.844,1,-5.478,0,0.0547,0.161,2.94e-06,0.109,0.948,95.066,4,mpb,4730,5,1990
8435,8435,5JgvmTyhUCPlmaK1jIJA82,Slank,Suit Suit... He He Gadis Sexy,Maafkan,44,291108,False,0.431,0.65,5,-7.138,1,0.0335,0.468,2.9e-06,0.217,0.267,143.351,4,blues,1136,4,10443
97909,97909,65a4DhoLYDReDAEH3zg6ZE,Diego & Arnaldo;Vitor Fernandes,Resumindo (Ao Vivo),Resumindo - Ao Vivo,44,202092,False,0.746,0.807,7,-2.916,0,0.0727,0.325,0.0,0.951,0.702,75.038,4,sertanejo,2946,4,11966
95840,95840,2xD13gtkhoYflIWX0KXHLB,La Gente Pesada;Patio 4,Salsa Choque,El Que Come Callado,28,227600,False,0.807,0.768,1,-4.927,1,0.248,0.453,0.0,0.281,0.892,97.021,4,salsa,1427,3,5784
41073,41073,0IQBwszytBLb7GsRm0GwKz,Håkan Hellström,Håkan Boma Ye! (Live),Tro och tvivel (Live),35,413506,False,0.282,0.8,0,-7.11,1,0.0376,0.0769,0.0267,0.922,0.381,128.731,4,goth,2475,4,554
95872,95872,7HkGaHdKOcwzfy50D2J7K9,Sonora Ponceña;Papo Lucca,Unchained Force,Borinquen,27,420002,False,0.489,0.521,8,-7.519,1,0.0663,0.512,0.155,0.0495,0.372,169.129,4,salsa,3659,3,14338
38594,38594,3AdjLeSRDJr6sjAiVkfsWT,Beddy Rays,Beddy Rays,Easy Man,28,182167,False,0.346,0.966,4,-3.234,1,0.0932,0.000377,6.99e-06,0.0889,0.471,76.01,4,garage,4921,3,6237
60295,60295,5i3pErnCsiy3RFlUK2E4lF,Blackstreet,Another Level,The Lord Is Real (Time Will Reveal),28,253600,False,0.64,0.523,7,-7.845,1,0.0591,0.306,0.0,0.0545,0.354,119.155,4,j-dance,3958,3,11209
25443,25443,4c8lGKDfoGDCmpRoRO7I38,Mejk,Ostatni raz zatańczysz ze mną,Ostatni raz zatańczysz ze mną,34,196038,False,0.786,0.827,9,-6.064,0,0.0432,0.0793,0.0,0.0862,0.811,132.049,4,disco,1818,3,9071
39967,39967,21u2gUlh5Iun4ogGGqKVum,Hans Zimmer,The Crown: Season One (Soundtrack from the Netflix Original Series),The Crown Main Title,49,84106,False,0.175,0.284,2,-14.398,0,0.0417,0.288,0.897,0.102,0.0436,120.738,4,german,3188,5,3970
4801,4801,05IJNjjrvn8pDzOpbjrsIy,Odina,I'm Not Asking,I'm Not Asking,39,170160,False,0.28,0.299,9,-9.68,0,0.0298,0.856,0.0295,0.104,0.109,155.035,4,ambient,2106,4,153
46083,46083,0oZdzFZh5KzCSiXpN218xL,Hardcore Masif;Technikore,Everyday (Technikore Mix) / Not Alone (Weaver & Steve Hill Mix),Everyday (Technikore Mix),27,367058,False,0.439,0.95,10,-10.715,0,0.0548,0.000251,0.497,0.481,0.333,169.991,4,happy,3224,3,1584
63821,63821,5eNlrdrZSTnfJjXpPg1ykV,ONE OK ROCK,Ambitions,I Was King,51,238826,False,0.571,0.875,6,-3.279,1,0.039,0.000247,5.47e-06,0.106,0.447,92.505,4,j-rock,1197,5,11097
80851,80851,6UEhNvccAc4OyEDJYB5brb,Javed Ali;Pritam,Naqaab (Original Motion Picture Soundtrack),Ek Din Teri Raahon,57,292000,False,0.602,0.867,2,-4.745,0,0.114,0.229,1.05e-05,0.0806,0.698,91.993,4,pop-film,3671,6,12756
95707,95707,1OI2llgfTD0tvHTQ868ln4,Los Traviesos,Haciendo Travesuras,El Ponche,29,238280,False,0.78,0.882,9,-3.324,0,0.0394,0.376,0.0,0.196,0.859,94.972,4,salsa,2995,3,2714
60229,60229,3sOQwyRX83ZA5vn5tJg5cW,Maharajan,いいことがしたい,何の時間,26,184608,False,0.64,0.907,0,-4.372,1,0.0475,7.86e-05,0.0624,0.141,0.875,127.991,4,j-dance,3738,3,7610
21116,21116,2pUlBBWq8R10ylbBvZJV9j,Wizkid,Bad To Me,Bad To Me,73,176850,False,0.859,0.822,10,-5.005,0,0.0467,0.07,0.0144,0.101,0.908,110.045,4,dancehall,4492,7,5545
101336,101336,2QQJGESbEZRi0LSUVwvEiP,White Noise for Babies;Natural White Noise for Babies;White Noise Baby Sleep;White Noise Nature Sounds Baby Sleep,White Noise Colic Relief,White Noise Waves,41,176000,False,0.0745,0.996,11,-15.343,1,0.0517,0.904,0.955,0.951,1e-05,82.182,5,sleep,1470,4,4738
36010,36010,5ZduaRci3iNUiDfJbBfAaf,Matt Sassari,Give It To Me (Full Vocal Mix),Give It To Me - Full Vocal Mix,79,102860,False,0.874,0.869,1,-5.996,0,0.0315,0.00116,0.00238,0.164,0.726,126.027,4,french,2948,8,10933
74660,74660,5dLGgdtMSSthUP5mJxmazN,Rubel;Adriana Calcanhotto,Você Me Pergunta,Você Me Pergunta,41,234938,False,0.673,0.127,9,-17.467,1,0.0386,0.885,0.0,0.122,0.271,89.981,4,mpb,1928,4,11049
25675,25675,0XKN8MWK5LE4u7syOMQtv4,Spandau Ballet,40 Years - The Greatest Hits,Only When You Leave,34,308760,False,0.585,0.831,7,-6.206,0,0.0453,0.244,4.64e-06,0.0539,0.701,137.271,4,disco,4899,3,1022
17606,17606,2b5quz1xqBnmUeYYPdPkuS,F.O.O.L;Holly Drummond,Carry On,Carry On,34,277509,False,0.74,0.641,5,-4.199,0,0.0336,0.0117,0.405,0.358,0.601,128.026,4,club,3010,3,5079
35434,35434,4weAcl62GwT7dU3a0VM51b,Biu do Piseiro,Sequência do Vapo Vapo,Sequência de Vapo Vapo,42,115829,False,0.652,0.815,7,-7.239,0,0.0735,0.345,4.4e-06,0.117,0.811,113.381,3,forro,3679,4,9712
85820,85820,5xFWlwt0VB7m4ZhCNoEQTW,Die Toten Hosen,Alles aus Liebe: 40 Jahre Die Toten Hosen,Chaot (in mir),36,195130,False,0.495,0.96,1,-3.116,1,0.0771,0.00128,0.0,0.19,0.686,162.004,4,punk-rock,3998,4,11700
112692,112692,0DT06IKGryQWR9pYnEaA85,Sagopa Kajmer,Saydam Odalar,İnsafa Gel,38,279240,False,0.597,0.832,2,-7.03,0,0.128,0.0239,6.37e-06,0.0988,0.454,168.011,4,turkish,1905,4,403
113354,113354,0WznLeFE5gOyBU8mUyDx4d,Cory Asbury,Dear God (Acoustic),Dear God - Acoustic,49,217373,False,0.577,0.224,3,-11.479,1,0.035,0.867,0.0,0.112,0.53,153.758,4,world-music,3222,5,1013
18126,18126,6XVScVozKEZLinzspE76DV,Brian Regan,Epitome of Hyperbole,Reading,26,401244,False,0.542,0.974,9,-5.878,1,0.935,0.798,0.0,0.969,0.176,92.688,3,comedy,1022,3,12886
22122,22122,5O7A6fe7HJ5S3CmxKrfjzE,Gideon,Milestone,Bad Blood,29,164093,False,0.525,0.957,6,-3.419,1,0.162,0.000195,0.000115,0.396,0.223,107.491,4,death-metal,4988,3,10583
47423,47423,3MODES4TNtygekLl146Dxd,Led Zeppelin,Led Zeppelin II (1994 Remaster),Ramble On - 1990 Remaster,71,263333,False,0.468,0.607,9,-11.367,1,0.0336,0.072,0.000852,0.225,0.886,98.429,4,hard-rock,1234,7,6632
98185,98185,2JGNnA2Qpj8fvYh2Wp5sHl,Will Connolly;'Be More Chill' Ensemble,Be More Chill (Original Cast Recording),More Than Survive - Reprise,30,81533,False,0.668,0.571,9,-7.857,1,0.438,0.529,0.0,0.16,0.895,156.237,4,show-tunes,1928,3,4512
84742,84742,0XNNUvtKF1YA6ycZfN57El,Lee Rocker,Night Train to Memphis,Night Train to Memphis,27,297984,False,0.651,0.839,11,-4.2,1,0.031,0.129,0.0,0.115,0.869,103.006,4,psych-rock,4607,3,1027
5947,5947,3zNEpL8Gtj0di7V3Ztyyit,Nattalia Sarria,Anime Music Collection,"Mi Mañana (From ""Digimon Tamers"")",33,88032,False,0.538,0.871,4,-3.951,0,0.0742,0.228,0.0,0.259,0.654,160.813,4,anime,4523,3,7821
36121,36121,3yZuIZOZCBImbR0SKTkj7S,Lvne,Beautiful,Beautiful,61,177611,False,0.731,0.683,7,-10.692,1,0.181,0.206,0.082,0.556,0.156,122.982,4,french,1430,6,7804
36544,36544,3eB7PSJvvpuVjPkN2MCM0J,Les Fatals Picards,Le syndrome de Göteborg,La nouille à l'air,33,201400,False,0.655,0.759,0,-7.224,1,0.0496,0.146,3.89e-06,0.295,0.792,139.971,4,french,1792,3,7191
4310,4310,19doORzyzOFARW6I0Fydc8,aspidistrafly,A Little Fable,Landscape With a Fairy,54,265253,False,0.303,0.291,5,-12.932,1,0.0318,0.934,0.824,0.363,0.197,111.327,3,ambient,2629,5,2252
37948,37948,4sbR19WEgjJUfRsU1z2DY2,Mikezin;Greezy,Suco de Fruta,Suco de Fruta,43,140487,True,0.852,0.745,3,-6.821,0,0.221,0.772,1.73e-05,0.116,0.779,123.038,4,funk,2675,4,9582
23274,23274,22Ckl8uaVR71UMChg6NLRQ,Jay Pryor,So What,So What,58,135499,False,0.777,0.827,5,-4.575,0,0.0453,0.00549,0.0127,0.214,0.861,123.895,4,deep-house,2124,6,3981
96298,96298,50cWa8bLettaUDKYSampVv,Reinaldo,30 Anos: Uma Vida de Muito Samba! (Ao Vivo),Retrato Cantado de um Amor - Ao Vivo,42,259834,False,0.468,0.3,2,-23.937,1,0.058,0.222,0.0,0.747,0.503,109.34,4,samba,2327,4,9828
64946,64946,41ykywmUtDSis7fGAarryh,Georg Riedel;Lisa Nilsson,Barn på nytt - 25 sånger av Georg Riedel & Astrid Lindgren,Idas sommarvisa,37,127400,False,0.667,0.222,2,-13.373,1,0.0294,0.913,0.0,0.113,0.428,106.15,4,jazz,3918,4,7906
63839,63839,4DDGGoHqZN211AKLza71IN,Gaye Su Akyol,Yeni Türkü Zamansız,İstersen Hiç Başlamasın - Yeni Türkü Zamansız,33,184033,False,0.34,0.385,6,-11.191,0,0.0418,0.53,0.000131,0.0963,0.395,136.203,3,j-rock,3587,3,8248
2302,2302,0yqrhHrcWLMjBylHReDN5u,Sam Tinnesz,Babel,Legends Are Made,68,169758,False,0.553,0.89,0,-4.879,1,0.0413,0.123,0.0,0.139,0.674,87.871,4,alt-rock,2576,7,1940
65897,65897,5bevVJ1zMWutZ3rQulAp62,Yuvan Shankar Raja,Taramani (Original Motion Picture Soundtrack),Yaaro Ucchikilai Meley,44,177866,False,0.646,0.756,8,-5.316,0,0.0446,0.0228,0.00638,0.14,0.503,179.998,4,k-pop,2378,4,11001
9971,9971,4Bc5UahomuR0ebb7tJDKty,Nando Reis,Nando Reis - Voz e Violão - No Recreio - Vol. 1 (Ao Vivo) [Álbum Comentado],As Coisas Tão Mais Lindas - Ao Vivo,43,207906,False,0.355,0.404,0,-10.344,1,0.0419,0.841,0.0,0.909,0.374,169.318,4,brazil,4839,4,8209
15122,15122,4kflXMtDdukfphfpvp1708,Pink Sweat$,PINK PLANET,17,62,160736,False,0.653,0.362,5,-8.699,1,0.0472,0.165,0.000131,0.11,0.268,129.854,4,chill,2997,6,9358
105072,105072,1ygF2oxp5bjMQctM7c3kxS,Antennaah,colors of a night,colors of a night,45,116076,False,0.788,0.432,11,-12.081,0,0.324,0.387,0.734,0.107,0.349,123.913,4,study,1226,4,3848
39813,39813,3dfIiLxaO9yHHvq8hrQdQv,LUVRE47,FÜR ALLE,VLC,37,164320,True,0.881,0.485,1,-9.585,0,0.149,0.0113,0.00223,0.107,0.186,125.03,4,german,1872,4,7175
65202,65202,03UrZgTINDqvnUMbbIMhql,PSY,Gangnam Style (강남스타일),Gangnam Style (강남스타일),74,219493,False,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,4,k-pop,2478,7,88
95992,95992,0ARSW28AQiAWt1frDQPrR2,Willie Gonzalez,Intimo Y Sensual,Abrazame,27,297404,False,0.654,0.884,1,-7.001,1,0.0394,0.421,0.000282,0.0857,0.784,167.282,4,salsa,2036,3,303
38407,38407,0SfIHS5x1gOCVVvnYFbw26,Mild High Club,Timeline,Windowpane,54,237300,False,0.507,0.722,1,-8.164,1,0.0239,9.91e-06,0.0483,0.132,0.303,88.998,4,garage,3788,5,879
28653,28653,4l5nn3zlcrKSB1eyfuWHhu,Porter Robinson,Look at the Sky,Look at the Sky,48,309985,False,0.568,0.564,6,-8.231,1,0.0273,0.0105,0.000127,0.0766,0.385,115.059,4,dub,1396,5,9366
100724,100724,57fUo8bwVhsWKixgq6j88B,Divididos,22/12/18 Flores (En Vivo),"Ay, Qué Dios Boludo",35,250538,False,0.348,0.933,0,-4.959,1,0.0378,0.000469,0.0537,0.746,0.647,147.741,4,ska,2123,4,10057
7073,7073,4jkUPVl2evfCEBBMRmtIBF,The Del McCoury Band,Del & The Boys,All Aboard,31,238560,False,0.454,0.568,4,-10.225,0,0.0349,0.222,0.00177,0.35,0.49,157.812,4,bluegrass,3945,3,9326
83952,83952,3aXe8VUP85CI9RbgaOyEvB,Borgeous;Zaeden,Yesterday,Yesterday,26,210110,False,0.57,0.792,4,-3.289,1,0.0583,0.0086,0.0,0.144,0.117,127.943,4,progressive-house,4599,3,7063
63717,63717,6NbN52o3yrm9YATy26qALq,PornoGraffitti,サウダージ,サウダージ,33,260532,False,0.612,0.978,4,-3.292,0,0.0541,0.134,0.0,0.382,0.648,120.043,4,j-rock,1328,3,12539
35026,35026,5KYSxBduEiyFgFOWpc4kJa,Iguinho e Lulinha,Simbora pra Vaquejada,Coração Acelera,55,135676,False,0.508,0.932,7,-4.366,1,0.0444,0.234,0.0042,0.13,0.923,133.065,3,forro,4237,6,10468
581,581,1RjEDlhTp2iJXWPdLpa8OM,Tristan Prettyman,Cedar + Gold,Say Anything,51,236379,False,0.657,0.43,1,-10.202,1,0.0314,0.534,0.000238,0.12,0.335,91.967,4,acoustic,2482,5,2821
50157,50157,1npDycvcBm6bTnaajiTv3X,Brothers of Metal,Emblas Saga,Ride of the Valkyries,59,206666,False,0.492,0.955,11,-6.289,1,0.0775,4.34e-05,8.7e-05,0.395,0.386,144.974,4,heavy-metal,4893,6,3503
58343,58343,0uRCG9LBWCg0yF3S9qCG1Y,Powerman 5000,Tonight The Stars Revolt,An Eye Is Upon You,26,51093,False,0.555,0.209,11,-20.547,0,0.362,0.195,0.245,0.19,0.083,92.934,4,industrial,3016,3,1769
4154,4154,4WyhOKXtCkNVcgfTBpYaxm,Christian Löffler,Ronda,Ronda,57,346586,False,0.794,0.307,3,-15.629,0,0.0486,0.674,0.935,0.0954,0.171,119.994,4,ambient,2878,6,8896
51053,51053,65c6VCikt7f5sAS1heoYQC,Bohemia;Sidhu Moose Wala,Same Beef,Same Beef,68,290360,False,0.779,0.854,9,-4.958,1,0.219,0.0462,0.0,0.21,0.379,91.992,4,hip-hop,1161,7,11968
70508,70508,6dMFbxf7TdjTy4KxnZJl7w,卓文萱,習慣,梁山伯與茱麗葉,54,232896,False,0.666,0.574,2,-6.497,1,0.0289,0.78,0.0,0.0911,0.659,120.019,4,mandopop,4334,5,13066
15488,15488,3ZptYblxFPhvIJ0RRRozk9,Hope Tala,Tiptoeing,Tiptoeing,56,155680,False,0.618,0.8,0,-5.584,1,0.087,0.268,0.0,0.227,0.632,166.069,4,chill,2827,6,7042
5871,5871,3Bl9pbEgCoSnm50nG93bvL,Eir Aoi,FRAGMENT (Special Edition),アイリス,52,247426,False,0.59,0.893,9,-2.632,0,0.0482,0.0997,0.0,0.278,0.701,129.048,4,anime,1939,5,6276
12334,12334,4VeOCv5ybM0IyhPkiAMxEt,my little airport,你說之後會找我,心,31,152570,False,0.349,0.353,0,-14.36,1,0.0291,0.194,0.44,0.121,0.211,105.994,4,cantopop,1539,3,8856
62566,62566,1JLi1LOHt6dDTiMrwejsd1,GReeeeN,愛し君へ,愛し君へ,38,257853,False,0.499,0.823,9,-2.909,1,0.0551,0.226,0.0,0.369,0.548,158.124,4,j-pop,3535,4,2582
20020,20020,39LLxExYz6ewLAcYrzQQyP,Dua Lipa,Future Nostalgia,Levitating,84,203807,False,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,4,dance,1821,8,6181
62829,62829,31w9qcZRUBlKcY7l6y8xAB,Mr.Children,重力と呼吸,addiction,36,268013,False,0.535,0.967,7,-4.333,0,0.0528,0.00711,1.31e-06,0.288,0.422,118.001,4,j-pop,2088,4,5949
32262,32262,7LaTH0QGMhBSTvbHpY2wqR,Lifafa,SUPERPOWER 2020,Laash,33,345607,False,0.447,0.501,1,-11.096,1,0.0328,0.749,0.0628,0.11,0.359,100.014,4,electronic,1355,3,14467
43524,43524,4KgipXGSA2OQrxnHsBt9ei,Housenick;Paul Lock,Take My Hand,Take My Hand - Paul Lock Remix,42,282157,False,0.662,0.71,5,-5.437,0,0.0323,0.0789,0.139,0.322,0.657,121.018,4,groove,4604,4,8490
62738,62738,5iC1ZJrmutqWWbyyirrDuZ,back number,アンコール,MOTTO,37,182266,False,0.489,0.92,6,-3.257,0,0.11,0.00588,0.0,0.102,0.54,185.961,4,j-pop,4323,4,11211
98324,98324,62PIPtJCvA2axjPdpqJWGf,Sherie Rene Scott;Norbert Leo Butz,The Last Five Years (Original Cast Recording),A Miracle Would Happen / When You Come Home to Me,27,320226,False,0.397,0.46,2,-10.389,1,0.114,0.817,0.0,0.185,0.323,86.163,5,show-tunes,1234,3,11870
113362,113362,40Ka89QSyNMAbkDnIwnWyn,Hillsong Worship,Spotify Singles,Obsession - Recorded at Sound Stage Nashville,42,356285,False,0.52,0.344,2,-10.132,1,0.0243,0.0173,0.00467,0.0856,0.0825,77.968,4,world-music,3274,4,7858
90380,90380,641Q5Vrvc3j61g0Q7eBlVN,Enrique Guzman,15 Exitos De Enrique Guzman Vol. ll,Así Que Adiós,35,173373,False,0.422,0.486,9,-7.8,1,0.0311,0.736,0.0,0.0536,0.623,119.897,3,rock-n-roll,2548,4,11929
111276,111276,5SdWubjtIdeLoy6YgFauko,Emancipator,Baralku,Goodness,49,325480,False,0.71,0.767,11,-8.745,0,0.0437,0.146,0.896,0.0911,0.593,89.873,4,trip-hop,4384,5,10719
505,505,6YOOCjjIb0pBZXbJjYgUlP,Sara Farell,Dancing With A Stranger,Dancing With A Stranger,43,188735,False,0.595,0.18,9,-11.391,1,0.0298,0.89,0.0,0.113,0.261,79.922,3,acoustic,3096,4,12916
65927,65927,2e0bcuLnzCkZlr7OFPVXjY,Yuvan Shankar Raja;Nandini Srikar;Sriram Parthasarathy;Thamarai,Valimai (Original Motion Picture Soundtrack),Enna Kurai,44,191999,False,0.6,0.464,0,-8.596,1,0.0261,0.505,0.00116,0.0644,0.407,114.927,4,k-pop,3101,4,5181
100815,100815,7FSV9tYkmQ8VmWSKWKFtHw,Descendents,Hypercaffium Spazzinate (Deluxe Edition),On Paper,32,105864,False,0.435,0.986,8,-2.53,0,0.16,0.00756,0.0,0.385,0.856,192.055,4,ska,3612,3,14267
21951,21951,66iI77cgWBEdGichkndWJe,Sean Paul,Mad Love The Prequel,Jump On It,35,206003,False,0.594,0.691,5,-4.825,0,0.538,0.0323,0.0,0.0634,0.784,90.857,4,dancehall,4886,4,12011
90814,90814,5FGtIsIxZ7eQxvwprE0ckY,Sonia Rivas,20 Éxitos,Flauta de Pan,29,203866,False,0.253,0.355,4,-10.13,1,0.034,0.749,4.82e-05,0.346,0.191,173.732,3,rock-n-roll,4748,3,10292
923,923,6pOD6dUoAMDmvuMePmfOKG,Todd Carey,Future Throwback,Nintendo,47,178659,False,0.723,0.93,0,-3.292,1,0.128,0.239,0.0,0.155,0.69,124.94,4,acoustic,4173,5,13444
106625,106625,0F9B8q3pSSiRiSFNcWVXk6,Lars Winnerbäck;Hovet,Stort liv,Där elden falnar (men fortfarande glöder),36,269520,False,0.339,0.822,0,-5.887,1,0.0341,0.0254,0.000157,0.251,0.528,135.668,4,swedish,4841,4,456
97044,97044,1wkhjwS8sRHtZad7uV4eMq,Matogrosso & Mathias;Henrique & Juliano,Zona Rural (Ao Vivo),Secando Várias Garrafas - Ao Vivo,56,196550,False,0.462,0.863,11,-4.412,1,0.129,0.562,0.0,0.72,0.655,160.239,4,sertanejo,3005,6,3788
62892,62892,6VR67hW1E1qUevxEAhBm9f,BOØWY,"""GIGS"" CASE OF BOφWY COMPLETE (Live From ""Gigs"" Case Of Boowy / 1987)","FUNNY BOY - FROM ""GIGS"" CASE OF BOOWY",36,256213,False,0.233,0.962,9,-2.955,0,0.0825,0.00852,0.000232,0.507,0.405,162.823,4,j-pop,4920,4,12810
58275,58275,67UOzGRmqZporpdZ73EgMt,X-RX,Stage 2,Tanz Schlampe,27,247920,False,0.656,0.995,9,-4.592,0,0.052,6.87e-06,0.419,0.369,0.705,139.991,4,industrial,4209,3,12040
21466,21466,1tn87Abu4ZTptxvpp6Zd8V,Skeng;Tommy Lee Sparta,Protocol,Protocol,59,199836,True,0.665,0.582,10,-7.221,0,0.339,0.1,0.0,0.163,0.441,99.98,4,dancehall,4992,6,3692
80363,80363,4JDRj3h78yCb2u9o2Xd6aD,Diljit Dosanjh;Capo;Ikky;Tory Lanez,Chauffeur Capo Remix (feat. Tory Lanez),Chauffeur Capo Remix (feat. Tory Lanez),52,205440,False,0.642,0.747,6,-4.506,1,0.11,0.213,0.0,0.182,0.643,154.239,4,pop-film,3158,5,8446
18196,18196,2iIWLRa3tulxcElwg8Y4s8,Kevin Bloody Wilson,Rides Again,Ol' Roy the Roota,26,278466,True,0.609,0.601,2,-7.302,1,0.0927,0.633,0.0,0.127,0.732,89.043,4,comedy,3661,3,5332
106379,106379,4Fa1JAMAa8leM4TQnTiz83,Magnus Uggla,Välkommen till folkhemmet,Astrologen,39,309840,False,0.492,0.591,11,-6.617,1,0.0401,0.366,0.0,0.321,0.473,136.226,4,swedish,3064,4,8321
24060,24060,5k1S9YYZUlxD8R57KFjh8p,Carl Craig;Francesco Tristano;Les Siècles;François-Xavier Roth;Henrik Schwarz,The Melody (Henrik Schwarz Remix),The Melody - Henrik Schwarz Remix,42,461680,False,0.724,0.491,6,-14.257,0,0.0389,0.15,0.9,0.12,0.488,122.963,4,detroit-techno,4851,4,11272
43884,43884,4Voz1fxpNPYB1mq5Nc9i6m,Mudvayne,The End Of All Things To Come,Solve et Coagula,26,169173,False,0.569,0.99,1,-4.371,1,0.102,1.98e-05,0.0675,0.318,0.417,107.112,4,groove,4253,3,8861
44200,44200,40CfvDIEJALuQ42PpyqqgL,Breaking Benjamin,2009 Hits,Dear Agony,34,258252,False,0.353,0.748,3,-3.572,1,0.0414,8.2e-05,0.0,0.113,0.218,125.106,4,grunge,1883,3,7849
63878,63878,7suo0zOCgfIaSKSvOv3pRO,UNICORN,ケダモノの嵐 -UC30 若返る勤労 Remastered-,働く男,31,230466,False,0.544,0.912,0,-4.878,1,0.0504,0.451,2.21e-05,0.348,0.618,166.036,4,j-rock,3456,3,15112
90379,90379,5M39ClRYJKRB2vJBFLf904,Los Apson,12 Grandes exitos Vol. 2,Fuiste a Acapulco,34,169200,False,0.645,0.705,0,-6.79,1,0.0417,0.817,0.0,0.0978,0.98,86.246,4,rock-n-roll,1739,3,10511
45566,45566,4ob8dZgkskgOEXy2iJdaKu,Guus Dielissen,"Acoustic Guitar Covers, Vol. 2",Speechless (From ''Aladdin'') [Instrumental Guitar],37,196907,False,0.384,0.197,2,-17.824,1,0.0479,0.896,0.921,0.11,0.284,133.87,4,guitar,2401,4,9451
50113,50113,1buyVwANplE94gQQNvuESP,Plan 4,En Mil Pedazos,En Mil Pedazos,30,160866,False,0.478,0.966,7,-3.037,1,0.211,0.000424,0.018,0.213,0.562,173.953,4,heavy-metal,4259,3,3145
4803,4803,6XvzSF3NDwOKP6RF0YmXEU,Sleeping At Last,Atlas: Enneagram,Four,47,291688,False,0.349,0.106,5,-13.263,1,0.037,0.966,1.55e-05,0.106,0.138,125.386,3,ambient,3905,5,12902
39558,39558,726mGvnRdaFnW6dmlOqTBu,Zoe Wees,Daddy’s Eyes,Daddy's Eyes,68,182969,False,0.571,0.654,2,-4.552,1,0.0509,0.453,0.0,0.557,0.19,123.767,4,german,3277,7,13856
30534,30534,1Mys1gf9SkMBAVGGxpkJ7d,Lost Frequencies;Janieck,Less Is More,Reality,70,159480,False,0.714,0.697,1,-7.887,0,0.032,0.0197,2e-06,0.0697,0.602,122.145,4,edm,4923,7,2669
73207,73207,7CKsgEdJNFTDqWgk3XD1XB,Ilario Alicante,Warm Vibes,Vacaciones En Chile - Original Mix,50,589606,False,0.806,0.455,10,-19.407,0,0.093,0.00126,0.908,0.0811,0.206,127.011,4,minimal-techno,4227,5,14184
80945,80945,31IgzpNhw9f4ZaZb2REBEO,G. V. Prakash;Sithara Krishnakumar,Muppozhudhum Un Karpanaigal (Original Motion Picture Soundtrack),Kangal Neeye,56,340662,False,0.605,0.586,4,-6.662,0,0.0292,0.905,2.3e-05,0.0911,0.294,99.968,4,pop-film,3831,6,5926
110536,110536,61HB6vZxCpL9wuaxyZn7yh,XiJaro & Pitch,Party On,Party On,44,202339,False,0.439,0.99,10,-6.624,0,0.142,8.57e-05,0.93,0.211,0.072,140.002,4,trance,4758,4,11840
71355,71355,2gT72HL4Y84K2Mle3miAMJ,Bring Me The Horizon,DiE4u,DiE4u,69,207141,True,0.355,0.919,7,-3.771,1,0.356,0.00234,0.000313,0.262,0.259,159.922,4,metal,3512,7,5267
21115,21115,65v99AWZyNz3aRmfrT2I7N,Omah Lay,Boy Alone,i'm a mess,69,153946,True,0.682,0.633,4,-6.213,1,0.239,0.307,0.0328,0.112,0.601,123.259,5,dancehall,3151,7,11984
110640,110640,6QoVPPIRdkiNCVcCUJOzbI,Kasper Koman,The Observer,The Observer,53,492899,False,0.804,0.962,7,-8.818,1,0.0522,7.48e-05,0.864,0.0467,0.576,120.998,4,trance,4675,5,12645
28790,28790,673gfmEVtRoRtxKOqX0VGe,"Lee ""Scratch"" Perry;The Upsetters","Roast Fish, Collie Weed & Corn Bread",Big Neck Police,26,215454,False,0.689,0.51,7,-10.674,1,0.0616,0.0556,0.0,0.195,0.816,132.213,4,dub,3745,3,12019
85536,85536,7LgxYvP8zzKSapwngbxAeU,Ultraje a Rigor,O mundo encantado do Ultraje a Rigor,Nós vamos invadir sua praia - Avenida,38,254906,False,0.509,0.97,4,-6.732,1,0.0697,0.00951,0.000234,0.0459,0.665,169.121,4,punk-rock,2995,4,14473
106130,106130,3Dy4REq8O09IlgiwuHQ3sk,ABBA,Waterloo,Waterloo,73,168960,False,0.445,0.949,2,-4.682,1,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,4,swedish,4866,7,6352
95531,95531,78kj7Lf5vhngM6flmPVGBZ,Guaco,Presente Continuo,Sueño Contigo,31,175440,False,0.85,0.798,11,-7.712,0,0.0561,0.471,0.0,0.075,0.922,113.91,4,salsa,4573,3,14060
95382,95382,0IzROemMokdZ5EuyCoYFlg,Edgar Joel,Edgar Joel,Me Atrapa La Noche,32,280059,False,0.681,0.825,7,-8.039,0,0.0311,0.551,1.27e-06,0.18,0.817,88.213,4,salsa,4764,3,571
